,title,singer,id,Genre,Lyric
9010,Thu Ca,Ngủ Long Công Chúa,,"Việt Nam, Nhạc Trữ Tình","Buồn ngơ ngác bóng chim bay 
 Mây tím giăng sầu đó đây. 
 Ngày đi chiều mang sầu tới 
 Làn sương chiều thu lả lơi 
 Tiếng mưa rơi nhẹ trên lối. 
 Chiều về gieo thương với nhớ 
 Lòng người lữ thứ bơ vơ 
 Nghe lá hoa rụng xác xơ. 
 Chiều thu về đây lạnh lẽo 
 Mà sương chiều rơi hắt hiu 
 Gió xa đưa nhẹ tiếng tiêu. 
 Nhớ ai chiều thu 
 Nhìn bao lá úa rơi đầy trên lối. 
 Nhẹ rung tà áo 
 Làn môi tươi thắm tựa cánh hoa đào. 
 Xót xa vì đâu! 
 Dù bao lần lá hoa phai màu. 
 Rung chi cành hoa lá 
 Khi tà dương đã khuất non xa. 
 Màu chiều thu reo lá úa 
 Buồn se sắt nhớ thu xưa 
 Tôi biết em chiều gió mưa. 
 Người đi về đâu ngàn lối 
 Màu hoa chiều thu úa phai 
 Xót xa cho lòng tê tái. 
 Ngập ngừng sương rơi non xa 
 Chiều thu giăng lối cô đơn 
 Nghe tiếng mưa sầu chứa chan. 
 Mà bóng chiều phai vì đâu 
 Mưa xóa tình quen biết nhau 
 Trách chi cho lòng đớn đau. 
 Nhớ ai chiều thu 
 Nhìn bao lá úa rơi đầy trên lối. 
 Nhẹ rung tà áo 
 Làn môi tươi thắm tựa cánh hoa đào. 
 Cách xa vì đâu! 
 Từ bao lần lá hoa phai màu. 
 Rung chi cành hoa lá 
 Khi tà dương đã khuất non xa. 
 Màu chiều thu reo lá úa 
 Buồn se sắt nhớ thu xưa 
 Tôi biết anh chiều gió mưa. 
 Người đi về đâu ngàn lối 
 Màu hoa chiều thu úa phai 
 Xót xa cho lòng tê tái. 
 Ngập ngừng sương rơi non xa 
 Chiều thu giăng lối cô đơn 
 Nghe tiếng mưa sầu chứa chan. 
 Mà bóng chiều phai vàng úa 
 Mưa xóa tình quen biết nhau 
 Trách chi cho lòng đớn đau. 
 Mà bóng chiều phai vàng úa 
 Mưa xóa tình quen biết nhau 
 Trách chi cho lòng đớn đau."
9011,THUONG MAU AO LAM,Thùy Trang,,"Việt Nam, Nhạc Tôn Giáo","Thân thương chiếc áo màu lam 
 Mặc vào người thấy tánh tham tan dần 
 An nhiên đang đến thật gần 
 Tham si sân hận lần lần ra đi 
 Ngôi chùa đầm ấm khắc ghi 
 Thiện duyên đã đến con đi về chùa 
 Thầy hiền bạn tốt thi đua 
 Đêm ngày học pháp bốn mùa an vui 
 Ơi thân thương áo lam hiền 
 Về miền đồng sâu núi cao 
 Em đem chia sớt cho người 
 Hạt gạo hay tấm áo 
 Ơi thân thương áo lam hiền 
 Vì lòng từ bi hiến dâng 
 Nghe buâng khuâng chút nắng nhạt 
 Vừa cợt đùa vạt áo em 
 Tôi yêu chiếc áo màu lam 
 Là màu giải thoát kết bao nhiêu tình 
 Áo lam cho tôi sống thanh nhàn 
 Như nhắc tôi rằng luôn hiền hòa và yêu thương 
 Thân thương chiếc áo màu lam 
 Mặc vào người thấy tánh tham tan dần 
 An nhiên đang đến thật gần 
 Tham si sân hận lần lần ra đi 
 Ngôi chùa đầm ấm khắc ghi 
 Thiện duyên đã đến con đi về chùa 
 Thầy hiền bạn tốt thi đua 
 Đêm ngày học pháp bốn mùa an vui 
 Ơi thân thương áo lam hiền 
 Về miền đồng sâu núi cao 
 Em đem chia sớt cho người 
 Hạt gạo hay tấm áo 
 Ơi thân thương áo lam hiền 
 Vì lòng từ bi hiến dâng 
 Nghe buâng khuâng chút nắng nhạt 
 Vừa cợt đùa vạt áo em 
 Tôi yêu chiếc áo màu lam 
 Là màu giải thoát kết bao nhiêu tình 
 Áo lam cho tôi sống thanh nhàn 
 Như nhắc tôi rằng luôn hiền hòa và yêu thương 
 Áo lam cho tôi sống thanh nhàn 
 Như nhắc tôi rằng luôn hiền hòa và yêu thương"
9012,THUONG NHAU LY TO HONG (NHAC SONG),Nhạc Sống,,"Việt Nam, Nhạc Dân Ca - Quê Hương","Từ miền Nam anh ngược ra Bắc 
 Mang theo câu hò điệu lý chín dòng sông 
 Mang theo tấm lòng con trai miệt vườn 
 Em ra đón chàng với cả yêu thương 
 Này ngựa ô kiệu vàng ăn khớp 
 Xôn xao câu hò điệu lý bớ nàng ơi 
 Băng qua núi đèo cao cao trập trùng 
 Đưa nàng về dinh xao xuyến lý chung tình 
 Quan họ người ơi tương tư mà chim sáo 
 Se chỉ luồn kim tiếc thương nàng từ lâu 
 Áo bay....... ai đã qua cầu 
 Đôi mình ...... duyên tình đậm sâu 
 Quan họ người ơi tương tư mà chim sáo 
 Đến hẹn lại lên tiếng theo chàng một phen 
 Gió đưa ...... Bông lúa trên đồng ... 
 Thương nhau .... thương nhau lý tơ hồng 
 Từ miền Nam anh ngược ra Bắc 
 Mang theo câu hò điệu lý chín dòng sông 
 Mang theo tấm lòng con trai miệt vườn 
 Em ra đón chàng với cả yêu thương 
 Này ngựa ô kiệu vàng ăn khớp 
 Xôn xao câu hò điệu lý bớ nàng ơi 
 Băng qua núi đèo cao cao trập trùng 
 Đưa nàng về dinh xao xuyến lý chung tình 
 Quan họ người ơi tương tư mà chim sáo 
 Se chỉ luồn kim tiếc thương nàng từ lâu 
 Áo bay...... ai đã qua cầu 
 Đôi mình ...... duyên tình đậm sâu 
 Quan họ người ơi tương tư mà chim sáo 
 Đến hẹn lại lên tiếng theo chàng một phen 
 Gió đưa ... Bông lúa trên đồng ... 
 Thương nhau ... thương nhau lý tơ hồng 
 Tơ hồng ... 
 ... Tơ hồng 
 Quan họ người ơi... 
 Tơ hồng ... 
 Ngựa ô ... ngựa ô ... 
 Tơ hồng ... 
 ... Tơ hồng 
 ... Quan họ người ơi... 
 Tơ hồng ... 
 Ngựa ô ... ngựa ô ..."
9013,THUONG NHAU LY TO HONG 2,Hạnh Nguyên & Ngọc Sơn,,"Việt Nam, Nhạc Dân Ca - Quê Hương","Từ miền Nam anh ngược ra Bắc 
 Mang theo câu hò điệu lý chín dòng sông 
 Mang theo tấm lòng con trai miệt vườn 
 Em ra đón chàng với cả yêu thương 
 Này ngựa ô kiệu vàng ăn khớp 
 Xôn xao câu hò điệu lý bớ nàng ơi 
 Băng qua núi đèo cao cao trập trùng 
 Đưa nàng về dinh xao xuyến lý chung tình 
 Quan họ người ơi tương tư mà chim sáo 
 Se chỉ luồn kim tiếc thương nàng từ lâu 
 Áo bay....... ai đã qua cầu 
 Đôi mình ...... duyên tình đậm sâu 
 Quan họ người ơi tương tư mà chim sáo 
 Đến hẹn lại lên tiếng theo chàng một phen 
 Gió đưa ...... Bông lúa trên đồng ... 
 Thương nhau .... thương nhau lý tơ hồng 
 Từ miền Nam anh ngược ra Bắc 
 Mang theo câu hò điệu lý chín dòng sông 
 Mang theo tấm lòng con trai miệt vườn 
 Em ra đón chàng với cả yêu thương 
 Này ngựa ô kiệu vàng ăn khớp 
 Xôn xao câu hò điệu lý bớ nàng ơi 
 Băng qua núi đèo cao cao trập trùng 
 Đưa nàng về dinh xao xuyến lý chung tình 
 Quan họ người ơi tương tư mà chim sáo 
 Se chỉ luồn kim tiếc thương nàng từ lâu 
 Áo bay...... ai đã qua cầu 
 Đôi mình ...... duyên tình đậm sâu 
 Quan họ người ơi tương tư mà chim sáo 
 Đến hẹn lại lên tiếng theo chàng một phen 
 Gió đưa ... Bông lúa trên đồng ... 
 Thương nhau ... thương nhau lý tơ hồng 
 Tơ hồng ... 
 ... Tơ hồng 
 Quan họ người ơi... 
 Tơ hồng ... 
 Ngựa ô ... ngựa ô ... 
 Tơ hồng ... 
 ... Tơ hồng 
 ... Quan họ người ơi... 
 Tơ hồng ... 
 Ngựa ô ... ngựa ô ..."
9014,Thuong Nhau Tron Doi,Mạnh Quỳnh,,Việt Nam,"Mình ngồi bên nhau 
 Giữa màn đêm lung linh ánh sao 
 Cùng nguyện ước 
 Cùng nhau luôn luôn hạnh phúc 
 Mình sẽ mãi không rời 
 Vẫn yêu nhau trọn đời 
 Tình đôi ta , mãi không rời xa 
 Vậy mà tại sao hôm nay 
 Anh lại bỏ em mà đi 
 Để lại đây bao nhớ thương 
 Bóng hình anh tha thiết 
 Vẫn yêu thương 
 Phút mê say ta trao nhau nồng cháy 
 Khi bên nhau , em đắm say 
 Con tim này ngất ngây 
 Để giờ đây trong màn đêm 
 Em nhớ anh thật nhiều 
 Nỗi cô đơn đang dày xéo trái tim em 
 Có tiết nuối 
 Thì tình cũng vụt bay như áng mây 
 Rồi ngày dài bên nỗi hiu quạnh 
 Vây kín em trong màn đêm 
 Vì đời như dối gian 
 Làm tình mình như bẽ bàng 
 Dẫu biết như thế nhưng đã trót vấn vương 
 Trót nhớ thương đã trót trao anh 
 Một trái tim chung tình 
 Vì đời như phũ phàng 
 Làm tình mình như lỡ làng 
 Dù giận anh nhưng vẫn yêu anh 
 Dù ghét anh nhưng vẫn nhớ anh 
 Người yêu dấu hỡi 
 Trong lòng em vẫn luôn vấn vương 
 Từng ánh mắt làn môi anh trao ngày ấy 
 Tại sao nỡ vội vàng bước đi 
 Không lời để lại đây chỉ em lẻ loi 
 Vùi mình vào những cơn say 
 Vào những cuộc tình chỉ thoáng qua thôi 
 để rồi cuộc tình với những đơn côi 
 Thiếu vắng cuộc tình xin anh em hỡi 
 Anh xin lỗi vì đã làm em buồn 
 Anh thật ngốc khi đã đánh mất tình em 
 Anh hi vọng anh ra đi em sẽ được sống tốt 
 Vì anh sợ người sẽ 
 Không đem lại hạnh phúc cho em. 
 Vì đời như dối gian 
 Làm tình mình như bẽ bàng 
 Dẫu biết như thế nhưng đã trót vấn vương 
 Đã trót nhớ thương đã trót trao anh 
 Một trái tim chung tình 
 Vì đời như phũ phàng 
 Làm tình mình như lỡ làng 
 Dù giận anh nhưng vẫn yêu anh 
 Dù ghét anh nhưng vẫn nhớ anh 
 Em không thể sống thiếu anh người hỡi 
 Này người yêu hỡi 
 Xin đừng giận anh nữa nhé em 
 Tình anh vẫn dành riêng cho em người hỡi 
 Nhìn em bước âm thầm giữa đêm không người 
 Lòng anh đau nhớ em người ơi 
 Người về với em trao môi cười 
 Cảm giác bên anh thật hạnh phúc 
 Vì anh trót mang dại khờ 
 Làm em khổ đau người ơi, giờ đây anh hứa 
 Trọn đời yêu nhau 
 Ta vượt qua phong ba bão giông 
 Cùng xây đắp tình ta bao ngày xa cách 
 Hạnh phúc dẫu muộn màng sẽ không phai tàn 
 Tình đôi ta mãi không nhạt phai 
 Mình ngồi bên nhau 
 Dưới màn đêm lung linh ánh sao 
 Cùng nguyện ước cầu mong luôn hạnh phúc 
 Mình sẽ mãi không rời, vẫn yêu nhau trọn đời 
 Tình đôi ra mãi không rời xa"
9015,THUONG NHO QUE NHA,Bruce Đoàn & Khả Tú,,"Việt Nam, Nhạc Trữ Tình","Chiều nay gió về bên song 
 Gió nâng niu chùm hoa nắng hạ 
 Gió lang thang vào vùng thương nhớ 
 Nhớ quê xưa có mái tranh nghèo 
 Có hàng dừa tóc xõa trên sông 
 Bóng mát làng quê 
 Làng quê của tuổi ngây thơ 
 Đã cho anh tình yêu bất ngờ 
 Đã đưa anh chìm vào nhung nhớ 
 Nhớ khôn nguôi 
 Bóng dáng một người 
 Chung một trường 
 Có nụ cười duyên 
 Đôi má lún đồng tiền 
 Tình yêu ơi! 
 Tình yêu của tuổi học trò 
 Đẹp tựa trăng mơ 
 Anh ôm sách vở theo em từng giờ 
 Em lại hững hờ cho tình bơ vơ 
 Vì anh phận nghèo 
 Nên mối duyên đầu 
 Không đi chung nhịp cầu 
 Ngày nay tóc bạc sương pha 
 Nhớ quê xưa tình yêu rất lạ 
 Dẫu đau thương 
 Chuyện tình đã qua 
 Nhớ quê xưa vẫn nhớ vô cùng 
 Có dỗi hờn cũng là quê ta 
 Thương nhớ mặn mà 
 Tình yêu ơi! 
 Tình yêu của tuổi học trò 
 Đẹp tựa trăng mơ 
 Anh ôm sách vở theo em từng giờ 
 Em lại hững hờ cho tình bơ vơ 
 Vì anh phận nghèo 
 Nên mối duyên đầu 
 Không đi chung nhịp cầu 
 Ngày nay tóc bạc sương pha 
 Nhớ quê xưa tình yêu rất lạ 
 Dẫu đau thương 
 Chuyện tình đã qua 
 Nhớ quê xưa vẫn nhớ vô cùng 
 Có dỗi hờn cũng là quê ta 
 Thương nhớ mặn mà"
9016,Thuong Sao Chiec Non Bai Tho,Trường Vũ,,,
9017,Thuong Ve Que Toi,Mạnh Đình,,"Việt Nam, Nhạc Trữ Tình","Bao mùa thu xa xứ 
 Trở về thăm quê nhà 
 Bao la dòng sữa mẹ 
 Ngọt ngào tình 
 Quê cha 
 Êm đềm qua phố chở 
 Dòng sông xanh vẫn chờ 
 Cô bé ngày xưa đó 
 Áo trắng tuổi 
 Mộng mơ 
 Nha Trang trời 
 Chợt mát 
 Đà Lạt má ửng hồng 
 Trà Vinh hương bát ngát 
 Phố Hội mẹ 
 Chờ mong 
 Hàng dừa nghiêng soi bóng 
 Nắng đẹp chiều Cửu Long 
 Lung linh cơn gió nhẹ 
 Lúa chín vàng 
 Trổ bông 
 Bao 
 Năm trời lưu lạc 
 Bao 
 Năm tháng xa vời 
 Mảnh 
 Đất nào cưu mang 
 Tim tôi 
 Tình dào dạt 
 Thương nhớ 
 Mẹ Việt Nam 
 Thương nhớ 
 Mẹ Việt Nam 
 Bao mùa thu xa xứ 
 Trở về thăm quê nhà 
 Bao la dòng sữa mẹ 
 Ngọt ngào tình 
 Quê cha 
 Êm đềm qua phố chở 
 Dòng sông xanh vẫn chờ 
 Cô bé ngày xưa đó 
 Áo trắng tuổi 
 Mộng mơ 
 Nha Trang trời 
 Chợt mát 
 Đà Lạt má ửng hồng 
 Trà Vinh hương bát ngát 
 Phố Hội mẹ 
 Chờ trông 
 Hàng dừa nghiêng soi bóng 
 Nắng đẹp chiều Cửu Long 
 Lung linh cơn gió nhẹ 
 Lúa chín vàng 
 Trổ bông 
 Bao 
 Năm trời lưu lạc 
 Bao 
 Năm tháng xa vời 
 Mảnh 
 Đất nào cưu mang 
 Tim tôi 
 Tình dào dạt 
 Thương nhớ 
 Mẹ Việt Nam 
 Thương nhớ 
 Mẹ Việt Nam 
 Tim tôi 
 Tình dào dạt 
 Thương nhớ 
 Mẹ Việt Nam 
 Thương nhớ 
 Mẹ Việt Nam"
9018,Tha Anh Cu Noi,Ngân Hà,,"Việt Nam, V-Pop","khongminh_cot@yahoo.com.vn 
 Cố níu kéo để rồi đớn đau được gì 
 Hạnh phúc nếu có chỉ là mộng mơ 
 Từng ngày trôi qua sao anh cứ thấy quá hững hờ 
 Thì thôi xin em cứ đi 
 Có những lúc tình mình ấm êm ngọt ngào 
 Và đã có lúc mình là của nhau một đời 
 Vậy mà sao em đành tâm gian dối 
 Thà em cứ nói hết yêu rồi 
 Thà rằng em cứ nói đã hết yêu từ lâu rồi 
 Thà rằng em cứ nói câu giã từ 
 Để ngày đêm bên nhau mà xót xa 
 Rồi nhìn nhau trong lòng đầy đớn đau 
 Thà rằng em cứ nói đã hết yêu từ lâu rồi 
 Thà rằng em để anh quay bước đi 
 Dối gian làm chi hỡi người 
 Chỉ cho lòng nhau thêm buồn 
 Thà mình chia tay sẽ tốt hơn. 
 khongminh_cot@yahoo.com.vn 
 Có những lúc tình mình ấm êm ngọt ngào 
 Và đã có lúc mình là của nhau một đời 
 Vậy mà sao em đành tâm gian dối 
 Thà em cứ nói hết yêu rồi 
 Thà rằng em cứ nói đã hết yêu từ lâu rồi 
 Thà rằng em cứ nói câu giã từ 
 Để ngày đêm bên nhau mà xót xa 
 Rồi nhìn nhau trong lòng đầy đớn đau 
 Thà rằng em cứ nói đã hết yêu từ lâu rồi 
 Thà rằng em để anh quay bước đi 
 Dối gian làm chi hỡi người 
 Chỉ cho lòng nhau thêm buồn 
 Thà mình chia tay sẽ tốt hơn. 
 Không còn yêu xin em hãy nói một lời 
 Để trái tim anh được vui 
 Sao lặng im cho anh sống với tháng ngày 
 Từng ngày tim anh vỡ nát 
 Thà    em    cứ     nói 
 Đã hết yêu từ lâu rồi 
 Thà rằng em cứ nói câu giã từ 
 Để ngày đêm bên nhau mà xót xa 
 Rồi nhìn nhau trong lòng đầy đớn đau 
 Thà rằng em cứ nói đã hết yêu từ lâu rồi 
 Thà rằng em để anh quay bước di 
 Dối gian làm chi hỡi người 
 Thà    em    cứ    bước    đi 
 Chỉ cho lòng nhau thêm buồn 
 Thà mình chia tay sẽ tốt hơn 
 Thà rằng em cứ bước đi thật xa 
 Thì mình chia tay 
 Sẽ   tốt   hơn"
9019,Tinh Ca Que Huong,Phi Nhung,,"Việt Nam, Nhạc Trữ Tình","Tôi sinh ra giữa lòng miền trung 
 Miền thùy dương 
 Ruộng hoang nước mặn đồng chua 
 Thôn xóm tôi sống đời dân cày 
 Quê hương tôi ấp ủ Trường Sơn 
 Quê hương tôi 
 Là đây nước chảy xuôi nguồn 
 Sông cát dài biển xanh Thái Bình 
 Ðêm trăng cao tiếng hò tiếng hò à ơi 
 Lời mẹ ru trẻ thơ giấc ngủ hiền ngoan 
 Và trai gái quê gửi lời chân tình 
 Qua bao nhiêu tuổi đời ngả ngiêng 
 Quê hương tôi tả tơi khói lửa điêu tàn 
 Thôn xóm làng ngẩn ngơ lầm than 
 Hò ơi, Hương Giang ơi 
 Giã từ kinh thành mộng mơ 
 Lòng tuổi xanh chia tay nhau 
 Biết trở về mô ơi hò 
 Ðây Phương Nam 
 Lúa xanh bóng dừa uốn quanh 
 Ta sức trai đem cánh tay 
 Vẫy vùng ngày mai 
 Người đi, đem dân ca 
 Tiếng hò tiếng hò miền Trung 
 Về miền Nam cho nhau nghe 
 Những lời thở than giống nòi 
 Ta chia nhau 
 Tiếng vui tiếng buồn nước non 
 Ta quên đi 
 Bao tiếc thương tủi hờn tuổi son 
 Hôm nay đi giữa giòng lệ rơi 
 Mẹ Việt ơi từ nay hiến trọn đời trai 
 Theo bước chân những người qua rồi 
 Ta thương yêu đất mẹ mà thôi 
 Quê hương ơi 
 Dù sinh thác gửi cho người 
 Trong tiếng cười giọng khóc đầy vơi 
 Ðêm trăng cao tiếng hò tiếng hò à ơi 
 Lời mẹ ru trẻ thơ giấc ngủ hiền ngoan 
 Và trai gái quê gửi lời chân tình 
 Qua bao nhiêu tuổi đời ngả ngiêng 
 Quê hương tôi tả tơi khói lửa điêu tàn 
 Thôn xóm làng ngẩn ngơ lầm than 
 Hò ơi, Hương Giang ơi 
 Giã từ kinh thành mộng mơ 
 Lòng tuổi xanh chia tay nhau 
 Biết trở về mô ơi hò 
 Ðây Phương Nam 
 Lúa xanh bóng dừa uốn quanh 
 Ta sức trai đem cánh tay 
 Vẫy vùng ngày mai 
 Người đi, đem dân ca 
 Tiếng hò tiếng hò miền Trung 
 Về miền Nam cho nhau nghe 
 Những lời thở than giống nòi 
 Ta chia nhau 
 Tiếng vui tiếng buồn nước non 
 Ta quên đi 
 Bao tiếc thương tủi hờn tuổi son 
 Hôm nay đi giữa giòng lệ rơi 
 Mẹ Việt ơi từ nay hiến trọn đời trai 
 Theo bước chân những người qua rồi 
 Ta thương yêu đất mẹ mà thôi 
 Quê hương ơi 
 Dù sinh thác gửi cho người 
 Trong tiếng cười giọng khóc đầy vơi 
 Trong tiếng cười giọng khóc đầy vơi"
9020,Tinh Cha,Nhạc Thiếu Nhi,,"Việt Nam, Nhạc Trữ Tình","Tình cha ấm áp 
 Như vầng thái dương 
 Ngọt ngào như dòng 
 Nước trôi đầu nguồn 
 Suốt đời vì con gian nan 
 ân tình đậm sâu bao nhiêu 
 Cha hỡi cha già dấu yêu 
 Và con nhớ mãi 
 Những ngày tháng qua 
 Kỷ niệm năm nào 
 Khó phai trong lòng 
 Nhớ hoài tuổi thơ bên cha 
 Gian khổ ngày đêm chăm lo 
 Mong muốn con được lớn khôn 
 Còn nhớ những ngày ấy 
 Những đêm trường giá lạnh 
 Và cha nằm ôm con 
 Sưởi ấm những canh dài 
 Nhẹ nhàng hôn con 
 Và cha khẽ nói 
 Này con yêu ơi 
 Con hãy nhớ 
 Hãy nhớ lời cha 
 Sống cho nên người 
 Và con ơi chớ 
 Bao giờ dối gian 
 Nghèo thì cho sạch 
 Rách sao cho thơm 
 Những lời của cha năm xưa 
 Con nguyện ghi sâu trong tim 
 Cha hỡi cha già dấu yêu 
 Và con nhớ mãi 
 Những ngày tháng qua 
 Kỷ niệm năm nào 
 Khó phai trong lòng 
 Nhớ hoài tuổi thơ bên cha 
 Gian khổ ngày đêm chăm lo 
 Mong muốn con được lớn khôn 
 Còn nhớ những ngày ấy 
 Những đêm trường giá lạnh 
 Và cha nằm ôm con 
 Sưởi ấm những canh dài 
 Nhẹ nhàng hôn con 
 Và cha khẽ nói 
 Này con yêu ơi 
 Con hãy nhớ 
 Hãy nhớ lời cha 
 Sống cho nên người 
 Và con ơi chớ 
 Bao giờ dối gian 
 Nghèo thì cho sạch 
 Rách sao cho thơm 
 Những lời của cha năm xưa 
 Con nguyện ghi sâu trong tim 
 Cha hỡi cha già dấu yêu 
 Những lời của cha năm xưa 
 Con nguyện ghi sâu trong tim 
 Cha hỡi cha già dấu yêu 
 Những lời của cha năm xưa 
 Con nguyện ghi sâu trong tim 
 Cha hỡi cha già dấu yêu"
9021,Tieu Ngao Giang Ho,"Cẩm Ly, Cảnh Hàn",,"Việt Nam, Rock Việt",
9022,Tinh Dat Do Mien Dong,Trọng Tấn,,"Việt Nam, Nhạc Cách Mạng","Cây lúa non chờ từng cơn mưa nhỏ 
 Cây lúa trổ chờ nước đổ trên nguồn 
 Cả quê hương rạo rực thơm đất mới 
 Đang chờ sức người vun xới 
 Những mầm xanh 
 Ai đã qua rừng miền Đông đất đỏ 
 Nghe máu đổ 
 Nhuộm hồng đã bao lần 
 Mặt đất lên xanh 
 Nhờ người nhanh tay bón 
 Cho hạt lúa vàng nặng trĩu 
 Những sườn non 
 Con nước trong 
 Về miền Đông con nước đỏ 
 Sông nước đỏ dào dạt vỗ quanh bờ 
 Ruộng lúa mênh mông 
 Từng vùi chôn giặc Mỹ 
 Trông từng con người 
 Cũng thấy những niềm tin 
 Trong đấu tranh 
 Người miền Đông anh dũng 
 Trong lao động 
 Người lại cũng anh hùng 
 Mặt đất ung dung 
 Cùng người chung sức mới 
 Dang rộng chân trời 
 Rạng rỡ những mùa xuân 
 Tổ Quốc ơi ta yêu người mãi mãi 
 Từ trận thắng hôm nay 
 Ta xây lại bằng mười 
 Từ trận thắng hôm nay 
 Ta xây lại đẹp hơn 
 Tổ Quốc ơi ta yêu người mãi mãi 
 Từ trận thắng hôm nay 
 Ta xây lại bằng mười 
 Từ trận thắng hôm nay 
 Ta xây lại đẹp hơn 
 Con nước trong 
 Về miền Đông con nước đỏ 
 Sông nước đỏ dào dạt vỗ quanh bờ 
 Ruộng lúa mênh mông 
 Từng vùi chôn giặc Mỹ 
 Trông từng con người 
 Cũng thấy những niềm tin 
 Trong đấu tranh 
 Người miền Đông anh dũng 
 Trong lao động 
 Người lại cũng anh hùng 
 Mặt đất ung dung 
 Cùng người chung sức mới 
 Dang rộng chân trời 
 Rạng rỡ những mùa xuân 
 Tổ Quốc ơi ta yêu người mãi mãi 
 Từ trận thắng hôm nay 
 Ta xây lại bằng mười 
 Từ trận thắng hôm nay 
 Ta xây lại đẹp hơn 
 Tổ Quốc ơi ta yêu người mãi mãi 
 Từ trận thắng hôm nay 
 Ta xây lại bằng mười 
 Từ trận thắng hôm nay 
 Ta xây lại đẹp hơn"
9023,Tinh Dau Da Lo (That Tiec),Trina Bảo Trân,,,
9024,Tinh Dau Mot Thoi Ao Trang,"Diễm Liên, Y Phương, Y Phụng",,,
9025,TINH DEN MOT NGAY,Bích Phương,,"Việt Nam, V-Pop","Tình đến trong em một ngày, tình đã ra đi một ngày 
 Tình mang yêu thương trong em đi về nơi đâu 
 Từ gió bay ngang trời này hạ đến trong em một ngày 
 Rồi cũng theo gió cũng bay khi xuân vừa sang... 
 Nhớ thương anh ơi nhớ thương đã đi về đâu 
 Vẫn yêu anh em xin trọn đời yêu anh mãi không thôi 
 Nơi đây bao đêm em vẫn luôn chờ mong 
 Cái nắng mùa hạ lại về xoá hết giá băng trong em... 
 Tình đến trong em một ngày, tình đã ra đi một ngày 
 Tình mang yêu thương trong em đi về nơi đâu 
 Từ gió bay ngang trời này hạ đến trong em một ngày 
 Rồi cũng theo gió cũng bay khi xuân vừa sang... 
 Nhớ thương anh ơi nhớ thương đã đi về đâu 
 Vẫn yêu anh em xin trọn đời yêu anh mãi không thôi 
 Nơi đây bao đêm em vẫn luôn chờ mong 
 Cái nắng mùa hạ lại về xoá hết giá băng trong em... 
 Da da da ha ha ha ha 
 Nhớ thương anh ơi nhớ thương đã đi về đâu 
 Vẫn yêu anh em xin trọn đời yêu anh mãi không thôi 
 Nơi đây bao đêm em vẫn luôn chờ mong 
 Cái nắng mùa hạ lại về xoá hết giá băng trong em... 
 Ha ha ha ha hu hu hu hu 
 Nơi đây bao đêm em vẫn luôn chờ mong 
 Cái nắng mùa hạ lại về xoá hết giá băng trong em... 
 Nhớ thương anh ơi nhớ thương đã đi về đâu 
 Vẫn yêu anh em xin trọn đời yêu anh mãi không thôi 
 Nơi đây bao đêm em vẫn luôn chờ mong 
 Cái nắng mùa hạ lại về xoá hết giá băng trong em... 
 Tình đến trong em một ngày, tình đã ra đi một ngày 
 Tình mang yêu thương trong em đi về nơi đâu 
 Từ gió bay ngang trời này hạ đến trong em một ngày 
 Rồi cũng theo gió cũng bay khi xuân vừa sang..."
