,title,singer,id,Genre,Lyric
11071,Đắp Mộ Cuộc Tình,Lưu Ánh Loan,134044.0,"Việt Nam, Nhạc Trữ Tình, Nhạc Dân Ca - Quê Hương","Say giấc mộng ban đầu 
 Yêu người 
 Thủa mới đôi mươi 
 Em đang độ trăng... tròn 
 Từng ngày qua phố.... 
 Áo em ... 
 Trắng cả đường về 
 Lá thư 
 Ướp mộng học trò 
 Mối tình 
 Xanh như khúc hát 
 Ai đã hẹn với thề 
 Để rồi 
 Lỡ mối duyên thơ 
 Ra đi 
 Chẳng giã từ 
 Ngày em thay áo .... 
 Áo.. hoa... 
 Pháo đỏ rượu nồng 
 Có ai .... 
 Nát cả cõi lòng 
 Đứng nhìn.... ! 
 Em bước bên... chồng..... 
 Hai mươi năm 
 Cuộc mộng dở dang 
 Khắc sâu bóng nàng 
 Lắng trong cung đàn 
 Em giờ ở đâu 
 Hẳn vui duyên mới 
 Hai mươi năm.... 
 Cuộc rượu còn đây 
 Uống qua tháng ngày 
 Cố quên đi người 
 Say hoài sầu không vơi 
 Tình duyên ta tiếc 
 Uống thêm ly... này.... 
 Ôm giấc mộng lỡ làng 
 Những chiều 
 Lắng tiếng mưa rơi 
 Đêm say 
 Chờ trăng tàn 
 Từng thu thay lá... 
 Lá rơi.... 
 Đắp mộ cuộc tình 
 Lá bay 
 Chất nặng tuổi đời 
 Nhớ người ! 
 Ta rót ly này. 
 Hai mươi năm 
 Cuộc mộng dở dang 
 Khắc sâu bóng nàng 
 Lắng trong cung đàn 
 Em giờ ở đâu 
 Hẳn vui duyên mới 
 Hai mươi năm.... 
 Cuộc rượu còn đây 
 Uống qua tháng ngày 
 Cố quên đi người 
 Say hoài sầu không vơi 
 Tình duyên ta tiếc 
 Uống thêm ly... này.... 
 Ôm.. giấc mộng lỡ làng 
 Những chiều 
 Lắng tiếng mưa rơi 
 Đêm say 
 Chờ trăng tàn 
 Từng thu thay lá... 
 Lá rơi.... 
 Đắp mộ cuộc tình 
 Lá bay 
 Chất nặng tuổi đời 
 Nhớ người ! 
 Ta rót... ly này. 
 Từng thu thay lá... 
 Lá rơi.... 
 Đắp mộ cuộc tình 
 Lá bay 
 Chất nặng tuổi đời 
 Nhớ người... ! 
 Ta... rót... ly... này....."
11072,ĐỪNG ĐI (CƠN BÃO LÒNG),Đan Trường & Hồ Ngọc Hà,134046.0,,
11073,ƠN CHA TÌNH MẸ,Dũng Sến,134047.0,,
11074,ANH CŨNG BIẾT ĐAU BIẾT BUỒN,Trịnh Thiên Ân,134051.0,"Việt Nam, V-Pop","Đến lúc anh phải quên 
 Một người anh đã yêu 
 Vì anh biết những ngày qua 
 Em dối gian anh thật nhiều 
 Em yêu người ta 
 Mà anh vẫn cứ yêu em 
 Có lẽ bên em 
 Anh chỉ là một người thay thế 
 Có lẽ bên em 
 Anh chỉ là tình yêu thoáng qua 
 Người trao cho anh tình yêu 
 Nay vỡ tan những hi vọng 
 Nát tan lòng anh 
 Khi em buông lời chia tay 
 Có phải chăng ai kia 
 Đã làm lòng em 
 Quên hết đi những ân tình 
 Mà em đâu hay đâu biết 
 Anh đã yêu em thật nhiều 
 Anh mang tình yêu trao em 
 Em mang tình yêu trao ai 
 Nhận lại riêng anh 
 Cùng bao nhiêu nỗi xót xa 
 Biết thật khó để quên đi người 
 Dù lòng anh cũng biết đau biết buồn 
 Vậy anh sẽ cố tập quên 
 Những thứ không thuộc về mình 
 Mang cho em niềm hạnh phúc 
 Em mang dành cho ai khác 
 Chuyện tình đôi ta 
 Một kết thúc quá đắng cay 
 Người ơi 
 Có lẽ bên em 
 Anh chỉ là một người thay thế 
 Có lẽ bên em 
 Anh chỉ là tình yêu thoáng qua 
 Người trao cho anh tình yêu 
 Nay vỡ tan những hi vọng 
 Nát tan lòng anh 
 Khi em buông lời chia tay 
 Có phải chăng ai kia 
 Đã làm lòng em 
 Quên hết đi những ân tình 
 Mà em đâu hay đâu biết 
 Anh đã yêu em thật nhiều 
 Anh mang tình yêu trao em 
 Em mang tình yêu trao ai 
 Nhận lại riêng anh 
 Cùng bao nhiêu nỗi xót xa 
 Biết thật khó để quên đi người 
 Dù lòng anh cũng biết đau biết buồn 
 Vậy anh sẽ cố tập quên 
 Những thứ không thuộc về mình 
 Mang cho em niềm hạnh phúc 
 Em mang dành cho ai khác 
 Chuyện tình đôi ta 
 Một kết thúc quá đắng cay 
 Có phải chăng ai kia 
 Đã làm lòng em 
 Quên hết đi những ân tình 
 Mà em đâu hay đâu biết 
 Anh đã yêu em thật nhiều 
 Anh đã mang cho em niềm hạnh phúc 
 Em mang dành cho ai khác 
 Chuyện tình đôi ta 
 Một kết thúc quá đắng cay 
 Người ơi"
11075,ANH VỀ MIỀN TÂY (Lofi ver),NB3 Hoài Bảo,134052.0,"V-Pop, Việt Nam","Ai có nghe tiếng bạn 
 Tiếng bạn tìm bạn héo hon 
 Cất bước tha phương 
 Nỡ sao cớ sao quên bạn 
 Anh nhớ em đêm ngày 
 Anh sẽ về, sẽ về miền Tây 
 Anh về miền Tây 
 Đường quê nghe tiếng ai hò 
 Sóng nước lăn tăn 
 Buồn trôi theo ánh trăng non 
 Cầu tre chiều quê 
 Cùng em ngắm hoàng hôn 
 Buồn hắt buồn hiu 
 Mênh mông ngó đất trời 
 Anh về miền Tây 
 Tìm em đã lỡ chuyến đò 
 Câu nói yêu thương 
 Giờ em quên hết sao em 
 Đò đưa lòng tôi 
 Giờ xa bến tình yêu 
 Chiều ngắm hoàng hôn 
 Bây giờ hiu quạnh mình anh 
 Đường miền Tây thui thủi anh về 
 Về miền Tây 
 Em đã qua cầu 
 Đành lòng sao như nhánh lục bình 
 Trôi mãi phương trời 
 Mà quên điệu lý thương nhau 
 Đợi chờ anh em sẽ mong chờ 
 Đợi chờ anh em giữ câu thề 
 Về miền Tây em đã đi rồi 
 Em đã đi rồi 
 Miền Tây anh nhớ thương ai 
 Ai có nghe chăng ai 
 Buồn thiu tiếng chim kêu bạn 
 Ai có nghe tiếng bạn 
 Tiếng bạn tìm bạn héo hon 
 Cất bước tha phương 
 Nỡ sao cớ sao quên bạn 
 Anh nhớ em đêm ngày 
 Anh sẽ về, sẽ về miền Tây 
 Anh về miền Tây 
 Đường quê nghe tiếng ai hò 
 Sóng nước lăn tăn 
 Buồn trôi theo ánh trăng non 
 Cầu tre chiều quê 
 Cùng em ngắm hoàng hôn 
 Buồn hắt buồn hiu 
 Mênh mông ngó đất trời 
 Anh về miền Tây 
 Tìm em đã lỡ chuyến đò 
 Câu nói yêu thương 
 Giờ em quên hết sao em 
 Đò đưa lòng tôi 
 Giờ xa bến tình yêu 
 Chiều ngắm hoàng hôn 
 Bây giờ hiu quạnh mình anh 
 Đường miền Tây thui thủi anh về 
 Về miền Tây 
 Em đã qua cầu 
 Đành lòng sao như nhánh lục bình 
 Trôi mãi phương trời 
 Mà quên điệu lý thương nhau 
 Đợi chờ anh em sẽ mong chờ 
 Đợi chờ anh em giữ câu thề 
 Về miền Tây em đã đi rồi 
 Em đã đi rồi 
 Miền Tây anh nhớ thương ai 
 Ai có nghe chăng ai 
 Buồn thiu tiếng chim kêu bạn 
 Ai có nghe tiếng bạn 
 Tiếng bạn tìm bạn héo hon 
 Cất bước tha phương 
 Nỡ sao cớ sao quên bạn 
 Anh nhớ em đêm ngày 
 Anh sẽ về, sẽ về miền Tây"
11076,Cho Vừa Lòng Em,"Randy, Kim Thoa",134055.0,"Việt Nam, Nhạc Trữ Tình","Anh đường anh 
 Em đường em 
 Yêu thương xưa 
 Chỉ còn âm thầm 
 Anh đành quên cả sao anh 
 Kỷ niệm xưa sánh như biển lớn 
 Ân tình cao tựa bằng non 
 Chỉ đổi bằng nhung lụa sao người 
 Em về gom lại thư anh 
 Cả nghìn trang giấy mỏng xanh màu 
 Gom cả áo lạnh ngày xưa 
 Anh đem ra đốt thành tro tàn 
 Cho người xưa khỏi phân vân 
 Khi ngồi đan áo cho người mới 
 Khi mùa đông lạnh lùng sang 
 Em khỏi nhớ chuyện ngày xưa 
 Anh ơi hết rồi hết rồi 
 Chẳng còn chi nữa đâu anh 
 Yêu đương như nước trôi qua cầu 
 Như đàn trỗi cung sầu 
 Còn gì nữa đâu 
 Tôi thề tôi chẳng yêu ai 
 Vì người ta cứ phụ tôi hoài 
 Nên giờ tôi chẳng còn tin 
 Trong nhân gian có kẻ chung tình 
 Tôi giận tôi đã ngây thơ 
 Đem tình yêu hiến dâng người hết 
 Nên giờ tôi chẳng còn chi 
 Khi người ngoảnh mặt mà đi 
 Em về gom lại thư anh 
 Cả nghìn trang giấy mỏng xanh màu 
 Gom cả áo lạnh ngày xưa 
 Anh đem ra đốt thành tro tàn 
 Cho người xưa khỏi phân vân 
 Khi ngồi đan áo cho người mới 
 Khi mùa đông lạnh lùng sang 
 Em khỏi nhớ chuyện ngày xưa 
 Anh ơi hết rồi hết rồi 
 Chẳng còn chi nữa đâu anh 
 Yêu đương như nước trôi qua cầu 
 Như đàn trỗi cung sầu 
 Còn gì nữa đâu 
 Tôi thề tôi chẳng yêu ai 
 Vì người ta cứ phụ tôi hoài 
 Nên giờ tôi chẳng còn tin 
 Trong nhân gian có kẻ chung tình 
 Tôi giận tôi đã ngây thơ 
 Đem tình yêu hiến dâng người hết 
 Nên giờ tôi chẳng còn chi 
 Khi người ngoảnh mặt mà đi 
 Tôi giận tôi đã ngây thơ 
 Đem tình yêu hiến dâng người hết 
 Nên giờ tôi chẳng còn chi 
 Khi người ngoảnh mặt mà đi"
11077,Chuyện Ngày Xưa,Quang Lập,134056.0,"Việt Nam, Nhạc Trữ Tình","Chuyện ngày xưa 
 Tựa như sao trên trời 
 Cho ta cô đơn 
 Ngắm sao lạnh với đêm dài 
 Nào ai hay 
 Từng hạnh phúc tan dần 
 Trôi qua cơn mê 
 Biết ta còn chỉ một mình 
 Lang thang bao đêm 
 Lắng nghe ngày tháng êm đềm 
 Cất bước 
 Một người kia 
 Tìm trong bóng đêm dài 
 Cho qua cơn say 
 Hết đi cuộc sống ưu phiền 
 Và ngoài kia 
 Một cuộc sống dâng trào 
 Ta mong bay xa bên kia thế giới 
 Tình yêu hãy cứu vớt lấy 
 Khi bình minh đã xa dần 
 Để cho em đi cùng anh 
 Để cho em còn nhìn thấy anh 
 Tìm hạnh phúc giữa 
 Những nỗi đau rồi sẽ qua dần 
 Ở nơi đây một ngày mai 
 Mãi mãi rồi sẽ không còn đêm dài 
 Chuyện ngày xưa 
 Tựa như sao trên trời 
 Cho ta cô đơn 
 Ngắm sao lạnh với đêm dài 
 Nào ai hay 
 Từng hạnh phúc tan dần 
 Trôi qua cơn mê 
 Biết ta còn chỉ một mình 
 Lang thang bao đêm 
 Lắng nghe ngày tháng êm đềm 
 Cất bước 
 Một người kia 
 Tìm trong bóng đêm dài 
 Cho qua cơn say 
 Hết đi cuộc sống ưu phiền 
 Và ngoài kia 
 Một cuộc sống dâng trào 
 Ta mong bay xa bên kia thế giới 
 Tình yêu hãy cứu vớt lấy 
 Khi bình minh đã xa dần 
 Để cho em đi cùng anh 
 Để cho em còn nhìn thấy anh 
 Tìm hạnh phúc giữa 
 Những nỗi đau rồi sẽ qua dần 
 Ở nơi đây một ngày mai 
 Mãi mãi rồi sẽ không còn đêm dài 
 Rồi tình yêu cũng đã qua 
 Người yêu cất bước đi về 
 Nơi chốn ấy không quay về đây 
 Và lòng ta với nỗi đau 
 Tìm trong khắp thế gian 
 Chỉ còn một mình 
 Ngồi lặng nhìn ra thế giới 
 Ước mơ 
 Tình yêu hãy cứu vớt lấy 
 Khi bình minh đã xa dần 
 Để cho em đi cùng anh 
 Để cho em còn nhìn thấy anh 
 Tìm hạnh phúc giữa 
 Những nỗi đau rồi sẽ qua dần 
 Ở nơi đây một ngày mai 
 Mãi mãi rồi sẽ không còn đêm dài"
11078,CHÂN ÁI Remix,"Orange & Khói, Châu Đăng Khoa",134057.0,,
11079,Chắc Gì Anh Yêu Cô Ấy Remix,Hương Ly,134058.0,"Việt Nam, V-Pop","Khi anh thốt ra lời nói chia hai 
 Phải chăng tình yêu trong anh là nửa vời 
 Nên anh vội quên lời hứa trao em rồi 
 Chắc gì anh đã thương cô ấy thật lòng 
 Lời em nói có đúng như vậy không 
 Sao anh cứ lặng im chẳng nói một lời 
 Mà vội bước bên tình mới 
 Cô ấy có biết được là 
 Em đã từng yêu anh 
 Cố ấy có bên cạnh anh 
 Trong những đêm giá lạnh 
 Hay cũng yêu thương nửa vời 
 Như anh đấy thôi 
 Dăm ba lời nói ngọt ngào trên môi 
 Cô ấy có biết được anh 
 Luôn có tính trăng hoa 
 Cô ấy có biết được rằng 
 Anh chỉ yêu gọi là 
 Ngày hôm qua yêu thương 
 Nhưng nay khác hướng 
 Chẳng muốn chung đường 
 Cũng chẳng vấn vương 
 Khi yêu nhau ai có biết được 
 Chừng nào cách rời 
 Xa nhau sao mà quên 
 Những ngày mà mình có nhau 
 Bước đi và chẳng nghĩ suy 
 Khi đã buông lơi rời đôi tay 
 Nhớ rằng là tình yêu phải chung lòng 
 Chắc gì anh đã thương cô ấy thật lòng 
 Lời em nói có đúng như vậy không 
 Sao anh cứ lặng im chẳng nói một lời 
 Mà vội bước bên tình mới 
 Cô ấy có biết được là 
 Em đã từng yêu anh 
 Cố ấy có bên cạnh anh 
 Trong những đêm giá lạnh 
 Hay cũng yêu thương nửa vời 
 Như anh đấy thôi 
 Dăm ba lời nói ngọt ngào trên môi 
 Cô ấy có biết được anh 
 Luôn có tính trăng hoa 
 Cô ấy có biết được rằng 
 Anh chỉ yêu gọi là 
 Ngày hôm qua yêu thương 
 Nhưng nay khác hướng 
 Chẳng muốn chung đường 
 Cũng chẳng vấn vương 
 Cô ấy có biết được là 
 Em đã từng yêu anh 
 Cố ấy có bên cạnh anh 
 Trong những đêm giá lạnh 
 Hay cũng yêu thương nửa vời 
 Như anh đấy thôi 
 Dăm ba lời nói ngọt ngào trên môi 
 Cô ấy có biết được anh 
 Luôn có tính trăng hoa 
 Cô ấy có biết được rằng 
 Anh chỉ yêu gọi là 
 Ngày hôm qua yêu thương 
 Nhưng nay khác hướng 
 Chẳng muốn chung đường 
 Cũng chẳng vấn vương 
 Ngày hôm qua yêu thương 
 Nhưng nay khác hướng 
 Chẳng muốn chung đường 
 Cũng chẳng vấn vương"
11080,CHỮ TÌNH HƠN CHỮ TIỀN (Tone Nam),Saka Trương Tuyền,134059.0,"Việt Nam, V-Pop","Hơn thua tranh giành 
 Nào ai nghĩ đến ngày sau 
 Đồng tiền là chi 
 Xui khiến ân tình tan vỡ 
 Gieo bao khổ đau 
 Lời cay đắng đến nhau 
 Thà nghèo vật chất 
 Tình nghĩa trao nhau đong đầy 
 Cao sang bạc vàng 
 Lòng sân si gánh nặng mang 
 Ai ơi giàu sang 
 Đừng quên nhau thuở cơ hàn 
 Được mất vô thường 
 Ngày về với cát bụi 
 Kiếp người phận số 
 Ai đổi thay được người ơi 
 Giàu nghèo sinh ra 
 Bằng tiếng khóc trong cõi đời 
 Yêu thương trao người 
 Nhận lại bao niềm vui 
 Bạc tiền lợi danh 
 Hoài vương chỉ thêm khổ sầu 
 Biển đời thay đổi 
 Như thoáng mây tình đổi thay 
 Phủ mờ lương tâm 
 Người ganh ghét nhau bởi tiền 
 Tình thân bạn bè 
 Đừng vì tiền đo lòng nhau 
 Để lại ngày sau 
 Xin dành đến nhau chữ tình 
 Thế gian hội tình đời lắm cảnh 
 Tiền tài danh vọng là hư vô 
 Ai ai xin nhớ chữ tình 
 Để còn lưu mãi 
 Ân tình về sau 
 Thà nghèo vật chất 
 Tình nghĩa trao nhau đong đầy 
 Cao sang bạc vàng 
 Lòng sân si gánh nặng mang 
 Ai ơi giàu sang 
 Đừng quên nhau thuở cơ hàn 
 Được mất vô thường 
 Ngày về với cát bụi 
 Kiếp người phận số 
 Ai đổi thay được người ơi 
 Giàu nghèo sinh ra 
 Bằng tiếng khóc trong cõi đời 
 Yêu thương trao người 
 Nhận lại bao niềm vui 
 Bạc tiền lợi danh 
 Hoài vương chỉ thêm khổ sầu 
 Biển đời thay đổi 
 Như thoáng mây tình đổi thay 
 Phủ mờ lương tâm 
 Người ganh ghét nhau bởi tiền 
 Tình thân bạn bè 
 Đừng vì tiền đo lòng nhau 
 Để lại ngày sau 
 Xin dành đến nhau chữ tình 
 Kiếp người phận số 
 Ai đổi thay được người ơi 
 Giàu nghèo sinh ra 
 Bằng tiếng khóc trong cõi đời 
 Yêu thương trao người 
 Nhận lại bao niềm vui 
 Bạc tiền lợi danh 
 Hoài vương chỉ thêm khổ sầu 
 Biển đời thay đổi 
 Như thoáng mây tình đổi thay 
 Phủ mờ lương tâm 
 Người ganh ghét nhau bởi tiền 
 Tình thân bạn bè 
 Đừng vì tiền đo lòng nhau 
 Để lại ngày sau 
 Xin dành đến nhau chữ tình 
 Để lại ngày sau 
 Xin dành đến nhau chữ tình"
11081,CHỮ TÌNH HƠN CHỮ TIỀN,Saka Trương Tuyền,134060.0,"Việt Nam, V-Pop","Hơn thua tranh giành 
 Nào ai nghĩ đến ngày sau 
 Đồng tiền là chi 
 Xui khiến ân tình tan vỡ 
 Gieo bao khổ đau 
 Lời cay đắng đến nhau 
 Thà nghèo vật chất 
 Tình nghĩa trao nhau đong đầy 
 Cao sang bạc vàng 
 Lòng sân si gánh nặng mang 
 Ai ơi giàu sang 
 Đừng quên nhau thuở cơ hàn 
 Được mất vô thường 
 Ngày về với cát bụi 
 Kiếp người phận số 
 Ai đổi thay được người ơi 
 Giàu nghèo sinh ra 
 Bằng tiếng khóc trong cõi đời 
 Yêu thương trao người 
 Nhận lại bao niềm vui 
 Bạc tiền lợi danh 
 Hoài vương chỉ thêm khổ sầu 
 Biển đời thay đổi 
 Như thoáng mây tình đổi thay 
 Phủ mờ lương tâm 
 Người ganh ghét nhau bởi tiền 
 Tình thân bạn bè 
 Đừng vì tiền đo lòng nhau 
 Để lại ngày sau 
 Xin dành đến nhau chữ tình 
 Thế gian hội tình đời lắm cảnh 
 Tiền tài danh vọng là hư vô 
 Ai ai xin nhớ chữ tình 
 Để còn lưu mãi 
 Ân tình về sau 
 Thà nghèo vật chất 
 Tình nghĩa trao nhau đong đầy 
 Cao sang bạc vàng 
 Lòng sân si gánh nặng mang 
 Ai ơi giàu sang 
 Đừng quên nhau thuở cơ hàn 
 Được mất vô thường 
 Ngày về với cát bụi 
 Kiếp người phận số 
 Ai đổi thay được người ơi 
 Giàu nghèo sinh ra 
 Bằng tiếng khóc trong cõi đời 
 Yêu thương trao người 
 Nhận lại bao niềm vui 
 Bạc tiền lợi danh 
 Hoài vương chỉ thêm khổ sầu 
 Biển đời thay đổi 
 Như thoáng mây tình đổi thay 
 Phủ mờ lương tâm 
 Người ganh ghét nhau bởi tiền 
 Tình thân bạn bè 
 Đừng vì tiền đo lòng nhau 
 Để lại ngày sau 
 Xin dành đến nhau chữ tình 
 Kiếp người phận số 
 Ai đổi thay được người ơi 
 Giàu nghèo sinh ra 
 Bằng tiếng khóc trong cõi đời 
 Yêu thương trao người 
 Nhận lại bao niềm vui 
 Bạc tiền lợi danh 
 Hoài vương chỉ thêm khổ sầu 
 Biển đời thay đổi 
 Như thoáng mây tình đổi thay 
 Phủ mờ lương tâm 
 Người ganh ghét nhau bởi tiền 
 Tình thân bạn bè 
 Đừng vì tiền đo lòng nhau 
 Để lại ngày sau 
 Xin dành đến nhau chữ tình 
 Để lại ngày sau 
 Xin dành đến nhau chữ tình"
11082,Chữ Tình Hơn Chữ Tiền remix,Saka Trương Tuyền,134061.0,"Việt Nam, V-Pop","Hơn thua tranh giành 
 Nào ai nghĩ đến ngày sau 
 Đồng tiền là chi 
 Xui khiến ân tình tan vỡ 
 Gieo bao khổ đau 
 Lời cay đắng đến nhau 
 Thà nghèo vật chất 
 Tình nghĩa trao nhau đong đầy 
 Cao sang bạc vàng 
 Lòng sân si gánh nặng mang 
 Ai ơi giàu sang 
 Đừng quên nhau thuở cơ hàn 
 Được mất vô thường 
 Ngày về với cát bụi 
 Kiếp người phận số 
 Ai đổi thay được người ơi 
 Giàu nghèo sinh ra 
 Bằng tiếng khóc trong cõi đời 
 Yêu thương trao người 
 Nhận lại bao niềm vui 
 Bạc tiền lợi danh 
 Hoài vương chỉ thêm khổ sầu 
 Biển đời thay đổi 
 Như thoáng mây tình đổi thay 
 Phủ mờ lương tâm 
 Người ganh ghét nhau bởi tiền 
 Tình thân bạn bè 
 Đừng vì tiền đo lòng nhau 
 Để lại ngày sau 
 Xin dành đến nhau chữ tình 
 Thế gian hội tình đời lắm cảnh 
 Tiền tài danh vọng là hư vô 
 Ai ai xin nhớ chữ tình 
 Để còn lưu mãi 
 Ân tình về sau 
 Thà nghèo vật chất 
 Tình nghĩa trao nhau đong đầy 
 Cao sang bạc vàng 
 Lòng sân si gánh nặng mang 
 Ai ơi giàu sang 
 Đừng quên nhau thuở cơ hàn 
 Được mất vô thường 
 Ngày về với cát bụi 
 Kiếp người phận số 
 Ai đổi thay được người ơi 
 Giàu nghèo sinh ra 
 Bằng tiếng khóc trong cõi đời 
 Yêu thương trao người 
 Nhận lại bao niềm vui 
 Bạc tiền lợi danh 
 Hoài vương chỉ thêm khổ sầu 
 Biển đời thay đổi 
 Như thoáng mây tình đổi thay 
 Phủ mờ lương tâm 
 Người ganh ghét nhau bởi tiền 
 Tình thân bạn bè 
 Đừng vì tiền đo lòng nhau 
 Để lại ngày sau 
 Xin dành đến nhau chữ tình 
 Kiếp người phận số 
 Ai đổi thay được người ơi 
 Giàu nghèo sinh ra 
 Bằng tiếng khóc trong cõi đời 
 Yêu thương trao người 
 Nhận lại bao niềm vui 
 Bạc tiền lợi danh 
 Hoài vương chỉ thêm khổ sầu 
 Biển đời thay đổi 
 Như thoáng mây tình đổi thay 
 Phủ mờ lương tâm 
 Người ganh ghét nhau bởi tiền 
 Tình thân bạn bè 
 Đừng vì tiền đo lòng nhau 
 Để lại ngày sau 
 Xin dành đến nhau chữ tình 
 Để lại ngày sau 
 Xin dành đến nhau chữ tình"
11083,Cám Ơn Nhé Chồng Ơi,Saka Trương Tuyền,134062.0,"Việt Nam, V-Pop","Em sẽ luôn bên anh cho dù thế nào 
 Vợ chồng ta sẽ mãi chung một mái nhà 
 Cảm ơn anh đã tin tưởng em bao ngày qua 
 Em sẽ cố gắng hết sức để bảo vệ lấy anh 
 Trong tương lai con chúng ta cho dù gái trai 
 Thì chồng yêu ơi hạnh phúc ấy chẳng gì sánh bằng 
 Này cảm ơn nhé chồng ơi 
 Này cảm ơn nhé chồng ơi 
 Anh bên em dù bao nhiêu khó khăn 
 Anh quan tâm chẳng lời thở than 
 Này cảm ơn nhé chồng ơi 
 Này cảm ơn nhé chồng ơi 
 Bao yêu thương dành cho anh cả thôi 
 Em sẽ mãi mãi cho anh được vui 
 Cảm ơn anh đã tin tưởng em bao ngày qua 
 Em sẽ cố gắng hết sức để bảo vệ lấy anh 
 Trong tương lai con chúng ta cho dù gái trai 
 Thì chồng yêu ơi hạnh phúc ấy chẳng gì sánh bằng 
 Này cảm ơn nhé chồng ơi 
 Này cảm ơn nhé chồng ơi 
 Anh bên em dù bao nhiêu khó khăn 
 Anh quan tâm chẳng lời thở than 
 Này cảm ơn nhé chồng ơi 
 Này cảm ơn nhé chồng ơi 
 Bao yêu thương dành cho anh cả thôi 
 Em sẽ mãi mãi cho anh được vui 
 Này cảm ơn nhé chồng ơi 
 Này cảm ơn nhé chồng ơi 
 Anh bên em dù bao nhiêu khó khăn 
 Anh quan tâm chẳng lời thở than 
 Này cảm ơn nhé chồng ơi 
 Này cảm ơn nhé chồng ơi 
 Bao yêu thương dành cho anh cả thôi 
 Em sẽ mãi mãi cho anh được vui 
 Chồng ơi vợ hứa là sẽ mãi bên cạnh chồng 
 Chúng ta không xa rời nhau chồng nhé"
11084,Còn Gì Mà Mong,Quang Lập,134064.0,,
11085,Diễn Viên (Lofi Ver),Ngô Anh Đạt,134066.0,"Việt Nam, V-Pop","Còn lại là những ánh nắng mỏng manh 
 Quên đi hết kí ức thật nhanh 
 Tự lu mờ đi lòng kiêu hãnh 
 Chẳng lí do 
 Chẳng ai níu giữ 
 Khi tim đã nhạt nhòa 
 Sao cứ cố tỏ ra tổn thương 
 Đâu ai muốn diễn mãi một vai 
 Từng lời hứa nay đã phai màu 
 Nếu biết trước hai người hai lối 
 Thì tình mình đâu trái ngang 
 Cố chấp chỉ càng đau đớn 
 Và làm mọi chuyện thêm vỡ tan 
 Từ đầu vốn đâu có hợp 
 Thế mà đành lòng làm nhớ thương 
 Ừ thì thôi thuận theo trời mây 
 Mặc sau này đau lòng nơi đối phương 
 Nếu dốc hết chân tình 
 Chăm sóc một người 
 Liệu rằng xứng đáng không 
 Cố giấu kín trong lòng 
 Bao nỗi muộn phiền 
 Để người ngừng ngóng trông 
 Hóa ra lúc yêu chỉ cần có 
 Một người quay đi ngược hướng nhau 
 Sẽ là nỗi đau 
 Chẳng vấn vương 
 Dù sao cũng đã buông tay nhau mà 
 Vai diễn kia chắc dừng thôi 
 Khi ấy mong ước đầy vơi 
 Giờ đã đi quá giới hạn 
 Nếu biết trước hai người hai lối 
 Thì tình mình đâu trái ngang 
 Cố chấp chỉ càng đau đớn 
 Và làm mọi chuyện thêm vỡ tan 
 Từ đầu vốn đâu có hợp 
 Thế mà đành lòng làm nhớ thương 
 Ừ thì thôi thuận theo trời mây 
 Mặc sau này ta rời xa ngàn hướng 
 Nếu dốc hết chân tình 
 Chăm sóc một người 
 Liệu rằng xứng đáng không 
 Cố giấu kín trong lòng 
 Bao nỗi muộn phiền 
 Để người ngừng ngóng trông 
 Hóa ra lúc yêu chỉ cần có 
 Một người quay đi ngược hướng nhau 
 Ắt sẽ là nỗi đau 
 Thật ra lúc đó 
 Nhìn em cất bước lòng nhói đau 
 Vậy sao chẳng thể chạy theo níu kéo 
 Dù vẫn yêu 
 Còn đâu những lúc buồn vui chất chứa 
 Đều có nhau 
 Giờ cách xa tình đôi ngã 
 Thật ra vẫn biết là 
 Chia tay chớ đừng lắng lo 
 Nhẹ buông kí ức 
 Lệ vương mi mắt vì đắn đo 
 Thầm mong chúc phúc 
 Người nơi xứ ấy hạnh phúc hơn 
 Lúc ta ở bên nhau 
 Nếu biết trước hai người hai lối 
 Thì tình mình đâu trái ngang 
 Cố chấp chỉ càng đau đớn 
 Và làm mọi chuyện thêm vỡ tan 
 Từ đầu vốn đâu có hợp 
 Thế mà đành lòng làm nhớ thương 
 Ừ thì thôi thuận theo trời mây 
 Mặc sau này ta rời xa ngàn hướng 
 Nếu dốc hết chân tình 
 Chăm sóc một người 
 Liệu rằng xứng đáng không 
 Cố giấu kín trong lòng 
 Bao nỗi muộn phiền 
 Để người ngừng ngóng trông 
 Kí ức đến lúc tàn rồi 
 Đừng buồn vì chúng ta đã từng có nhau"
